id,score,date
passage_to_india,80.0,2007-11-06
passed_away,45.0,2000-01-01
passenger-side,64.69,2011-04-02
passengers_2016,48.78,2017-01-11
passing_2021,83.15,2021-11-18
passing_poston,66.25,2008-08-08
passion_2013,56.0,2013-09-26
passion_and_power_the_technology_of_orgasm,77.5,2011-11-17
passion_fish,87.0,2023-01-11
passion_in_the_desert,55.0,2000-01-01
passion_of_joan_of_arc,95.36,2013-02-27
passion_of_mind,45.36,2010-12-27
passion_of_the_christ,57.42,2010-12-28
passion_play,20.31,2011-05-06
passionada,57.29,2003-09-12
passionate_friends,58.89,2008-06-05
passione,74.23,2011-12-09
passione_damore,62.5,2000-01-01
passport_to_pimlico,80.0,2012-06-05
past_life,60.36,2017-07-14
past_lives,85.0,2023-02-19
pastime,20.0,2000-01-01
pat_and_mike,70.0,2006-03-25
pat_garrett_and_billy_the_kid,55.0,2022-06-14
pataakha,50.0,2018-09-28
patagonia,50.0,2011-03-04
patagonia_rising_2011,45.0,2012-06-08
patang_2012,65.0,2012-07-19
patch_adams,46.39,2023-01-05
patch_town_2014,48.33,2015-06-09
patema_inverted,56.67,2014-08-29
paternal_instinct,82.5,2005-06-09
paternity,50.0,2004-10-23
paterno_2018,72.5,2018-04-19
paterson,88.06,2017-02-10
path_of_blood,73.21,2018-07-19
path_to_war,100.0,2020-06-29
pathaan,60.0,2023-01-30
pather_panchali,94.04,2021-05-05
pathfinder,37.21,2007-09-22
paths_of_glory,90.0,2015-06-02
paths_of_the_soul,57.5,2018-08-22
pati_patni_aur_woh_2019,45.0,2019-12-09
patience_2011,70.28,2012-05-11
patience_patience_youll_go_to_paradise,60.0,2016-01-14
patrick_2019,36.0,2018-07-09
patrick_2019_2,70.0,2020-12-03
patrick_evil_awakens,66.25,2014-03-14
patricks_day,80.0,2015-02-05
patrik_age_15,61.94,2010-08-20
patriocracy,26.25,2012-03-02
patriot_games,61.25,2000-01-01
patriots_day_2016,67.62,2017-02-26
patti_cakes,70.38,2018-08-27
patton,96.0,2015-02-22
patton_oswalt_i_love_everything,75.0,2020-05-19
patty_hearst,75.0,2000-01-01
paul,57.56,2011-04-13
paul_apostle_of_christ,62.5,2018-03-22
paul_blart_mall_cop,44.35,2011-11-18
paul_blart_mall_cop_2,20.0,2017-01-09
paul_bowles_the_complete_outsider,60.0,2000-01-01
paul_goodman_changed_my_life_2011,68.33,2012-01-03
paul_monette_the_brink_of_summers_end,90.0,2000-01-01
paul_williams_still_alive_2011,72.5,2012-07-26
paulie,56.07,2001-02-14
paulina_2017,68.75,2017-06-23
pauline_and_paulette,71.09,2002-07-20
pauline_at_the_beach,100.0,2004-08-30
paulo_coelhos_best_story,31.25,2015-07-31
pauly_shore_is_dead,50.0,2004-10-24
pavang_rak,50.0,2015-06-25
pavarotti,64.41,2020-12-10
pavee_lackeen_the_traveller_girl,50.0,2006-03-13
pavilion_of_women,27.0,2001-05-04
paw_patrol_mighty_pups,33.33,2019-05-28
paw_patrol_the_movie,61.67,2021-10-23
pawn_2013,40.0,2013-04-18
pawn_sacrifice,66.5,2015-09-25
pawno_2015,65.0,2016-04-21
paws_of_fury_the_legend_of_hank,48.93,2022-07-22
pax_americana_and_the_weaponization_of_space_2010,75.0,2010-07-02
pay_2_play_democracys_high_stakes,62.5,2014-09-11
pay_it_forward,57.19,2010-12-27
pay_the_ghost,31.25,2015-09-25
payback_2012,60.0,2012-06-20
paycheck,46.7,2010-12-27
pcu,60.0,2003-06-26
peace_hotel,50.0,2000-01-01
peace_love_and_misunderstanding,49.47,2012-06-15
peace_officer,75.0,2015-10-08
peace_propaganda_and_the_promised_land,60.5,2005-03-11
peaceful,50.0,2022-10-28
peaceful_warrior,40.0,2009-05-13
peaches_does_herself,65.0,2013-10-17
pearl_2022,78.07,2023-03-18
pearl_jam_lets_play_two,70.83,2017-09-29
pearl_jam_twenty,64.38,2011-09-29
pebble_and_the_penguin,45.0,2000-01-01
pecker,58.75,2000-01-01
pecking_order,68.57,2017-09-29
pee_wees_big_holiday,62.81,2016-03-21
peep-world,34.5,2011-03-27
peeping_tom_1960,93.44,2013-10-05
peeples,52.98,2013-05-17
peepli-live,60.36,2019-04-10
pegasus_2019,60.0,2019-02-07
peggy_guggenheim_art_addict,70.47,2016-01-01
peggy_sue_got_married,75.0,2003-05-20
peking_opera_blues,90.0,2000-01-01
pele_2021,58.33,2021-03-01
pele_birth_of_a_legend_2016,40.0,2016-05-26
pelican_brief,56.25,2003-05-20
pelican_dreams,70.83,2014-12-04
pelle_the_conqueror,55.62,2017-02-27
pellet,77.5,2003-04-05
pendular_2018,75.0,2018-01-10
penelope2008,52.27,2008-10-18
penguin_bloom,61.73,2021-02-05
penguin_highway,68.75,2019-04-25
penguins_of_madagascar,59.39,2017-01-09
penny_serenade,70.0,2006-03-25
penny_slinger_out_of_the_shadows,80.0,2019-06-27
penthouse_north,40.0,2017-10-16
people-say-im-crazy,63.12,2005-01-14
people_hold_on,62.5,2015-10-09
people_i_know,51.88,2004-06-11
people_just_do_nothing_big_in_japan,68.57,2021-08-23
people_like_us_2012,52.59,2012-11-08
people_places_things,70.75,2015-09-10
people_under_the_stairs,68.33,2022-05-26
people_v_the_state_of_illusion,39.38,2012-04-26
people_vs_larry_flynt,81.04,2004-07-25
people_you_may_know_2020,80.0,2020-10-28
peoples_park_2013,75.0,2013-03-17
peoples_republic_of_desire,77.5,2018-12-13
pepe_le_moko_1937,100.0,2002-08-16
pepi-luci-bom-y-otras-chicas-del-monton-pepi-luci-bom-and-other-girls-like-mom,40.0,2004-08-30
peppermint_2018,34.58,2018-12-14
perception,15.0,2006-01-20
perceval,25.0,2017-12-12
percy_jackson_sea_of_monsters,42.6,2013-08-09
percy_vs_goliath,61.56,2021-10-01
perestroika,56.67,2009-04-17
perestroika_2010,60.0,2010-09-02
perez_family,60.0,2022-06-07
perfect,20.0,2003-05-20
perfect_10_2019,75.0,2020-08-14
perfect_2019,25.0,2019-05-14
perfect_blue_1999,63.0,2017-11-04
perfect_candidate,71.5,2001-02-14
perfect_friday,75.0,2018-07-09
perfect_man,39.02,2013-06-07
perfect_nanny,46.67,2020-11-27
perfect_score,39.06,2010-12-28
perfect_sisters,46.67,2014-04-10
perfect_sleep,43.19,2009-05-07
perfect_storm,65.54,2010-12-28
perfect_world,85.83,2000-01-01
perfectly_normal,70.0,2000-01-01
perfectos_desconocidos_2019,64.17,2019-01-11
perfetti_sconosciuti,60.0,2017-02-03
performance,82.5,2015-07-23
perfume_de_violetas,70.0,2004-10-28
perfume_the_story_of_a_murderer,63.45,2007-02-03
perfume_war,75.0,2017-04-14
perfumes,70.0,2021-07-03
pericle,60.0,2016-08-11
perlasca-un-eroe-italiano,53.75,2005-04-15
permanent,50.0,2017-12-15
permanent_midnight,62.0,2000-01-01
permanent_record,100.0,2000-01-01
permission,63.5,2018-02-15
perriers_bounty,53.57,2010-07-15
persecuted,25.0,2014-07-24
persepolis,89.0,2013-04-12
persian_lessons,53.33,2021-03-03
persistence_of_vision_2012,81.25,2014-01-09
person_to_person_2017,45.0,2017-10-03
persona,96.25,2018-01-02
persona_the_dark_truth_behind_personality_tests,87.5,2021-03-17
personal_best,75.0,2018-05-30
personal_best_2012,52.0,2012-05-25
personal_journey_with_martin_scorsese_through_american_movies,100.0,2003-07-26
personal_problems,100.0,2018-03-28
personal_services,87.5,2000-01-01
personal_shopper,76.38,2018-07-04
personal_velocity_three_portraits,68.43,2010-12-27
persons_of_interest,63.12,2004-09-03
persons_unknown,40.0,2019-03-28
persuasion,49.44,2022-08-24
pervert_park,100.0,2016-05-24
peshmerga,80.0,2016-05-20
pest,9.17,2005-06-25
pet_2016,25.0,2016-12-02
pet_sematary,45.0,2019-10-04
pet_sematary_2019,56.29,2019-04-07
pet_sematary_ii,50.0,2001-02-13
pete_and_cleo,60.0,2010-09-23
pete_n_tillie,90.0,2005-05-09
pete_seeger_the_power_of_song,85.75,2007-10-26
pete_smalls_is_dead,40.0,2011-11-11
peter_and_the_farm,72.5,2016-11-10
peter_and_vandy,44.5,2009-10-09
peter_de_rome_grandfather_of_gay_porn,80.0,2015-08-25
peter_gabriel_back_to_front,46.67,2014-03-20
peter_ibbetson_1935,87.5,2022-07-12
peter_pan_1953,77.5,2016-02-05
peter_pan_live,40.0,2014-12-05
peter_rabbit_2018,54.9,2018-03-27
peter_rabbit_2_the_runaway,61.82,2021-06-15
peter_von_kant,68.33,2023-01-03
peterloo,62.5,2019-06-21
peters_friends,52.5,2022-04-13
petes_dragon,50.0,2009-10-01
petes_dragon_2016,70.76,2017-11-20
petit_soldat,93.75,2013-03-05
petite_maman,91.18,2022-05-06
petites_coupures,60.0,2003-10-22
petition,82.5,2011-01-14
petits_freres,70.0,2001-05-21
petrol,60.0,2022-08-15
petropolis,68.75,2010-05-20
petrovs_flu,71.43,2022-09-23
petulia,90.0,2004-10-23
petunia_2012,36.67,2013-06-28
peyton_place,55.0,2005-04-06
pg_psycho_goreman,55.5,2021-05-20
phantasm,80.5,2016-10-06
phantasm_ii,25.0,2000-01-01
phantasm_lord_of_the_dead,62.5,2007-06-23
phantasm_ravager,50.0,2016-10-07
phantom_2013,46.25,2013-03-01
phantom_boy,65.91,2016-10-21
phantom_detective,75.0,2016-05-19
phantom_halo,25.0,2015-06-19
phantom_india,80.0,2006-03-16
phantom_of_liberty,100.0,2005-05-13
phantom_of_the_opera,45.09,2005-01-15
phantom_of_the_opera_1925,79.38,2011-11-24
phantom_of_the_paradise,58.75,2006-09-05
phantom_of_the_theatre,62.5,2016-05-05
phantom_thread,87.68,2018-08-27
phantoms,37.5,2018-01-09
phas_gaye_re_obama,60.0,2019-04-05
phase_7_2011,68.75,2011-07-23
phases_of_matter,87.5,2022-01-20
phat_beach,12.5,2000-01-01
phat_girlz,43.64,2006-05-06
phata_poster_nikla_hero_2013,30.0,2019-03-19
phenomena,75.0,2001-12-04
phenomenon,61.25,2003-07-26
phil,31.25,2019-07-09
phil-the-alien,68.75,2005-03-11
phil_liggett_the_voice_of_cycling,60.0,2021-07-21
phil_lynott_songs_for_while_im_away,60.0,2020-12-24
phil_ochs_there_but_for_fortune,69.38,2011-03-03
phil_spector,80.62,2013-05-22
philadelphia,70.83,2004-11-06
philadelphia_story,90.0,2021-06-10
philip_roth_unmasked,64.58,2013-03-15
phillip_the_fossil,48.75,2011-04-17
philomena,79.29,2017-09-06
phir-hera-pheri,50.0,2019-01-15
phir-milenge,75.0,2019-01-07
phish_3d,50.0,2010-04-30
phoenix_2015,82.6,2015-12-14
phoenix_2018,50.0,2019-09-15
phoenix_forgotten,35.0,2017-04-27
phoenix_incident,25.0,2016-04-07
phoenix_oregon,50.0,2020-03-20
phone,60.0,2004-08-28
phone_bhoot,20.0,2022-11-04
phone_booth,58.7,2010-12-27
phoonk_2,40.0,2019-04-16
photograph,80.0,2009-01-21
photograph_2019,60.67,2019-08-04
photographic_memory_2011,78.75,2012-10-12
phunny_business_a_black_comedy,75.0,2011-08-25
phyllis_and_harold_2008,52.5,2010-07-22
physical_evidence,50.0,2000-01-01
pi,68.75,2002-07-12
pianist,85.2,2010-12-28
piano,91.25,2018-06-27
piano_teacher,79.12,2002-09-19
piano_to_zanskar,60.0,2021-11-15
pianomania,73.5,2011-11-04
picasso-and-braque-go-to-the-movies,43.0,2010-07-01
piccadilly,78.12,2005-02-24
piche_entre_ciel_et_terre,75.0,2010-09-10
pick_of_the_litter,68.12,2019-05-19
pick_up_the_mic,75.0,2006-07-21
pickle,62.5,2000-01-01
pickpocket_1959,100.0,2022-06-03
pickup_artist,45.83,2022-05-10
pickup_on_south_street,69.17,2019-02-05
pickups_2017,60.0,2017-10-23
picnic,75.0,2004-10-21
picnic_at_hanging_rock,95.5,2014-06-23
picnic_on_the_grass,100.0,2004-07-08
pie_in_the_sky_the_brigid_berlin_story,70.0,2001-10-21
piece_of_the_action,50.0,2018-07-02
pieces_of_a_woman,71.13,2021-03-03
pieces_of_april,68.61,2010-12-27
pied_piper,50.0,2008-06-07
pier_kids,80.0,2021-10-04
piercing,58.27,2019-02-15
pierre_rissient_man_of_cinema,60.0,2011-11-17
pierrepoint_the_last_hangman,70.0,2011-11-17
pierrot-le-fou-pierrot-goes-wild-crazy-pete,85.0,2014-07-16
pieta_2013,67.94,2013-09-09
pig_2018,63.75,2019-02-01
pig_2021,81.77,2021-11-02
pig_death_machine,30.0,2014-01-09
pig_hunt,50.0,2009-10-30
piggie,52.5,2005-09-15
piggy,40.0,2012-05-03
piggy_2022,69.0,2023-01-18
piglets_big_movie,59.76,2010-12-27
pihu,40.0,2018-11-16
piku,65.0,2020-04-29
pilgrim_hill,80.0,2013-04-12
pilgrim_song,37.5,2013-05-09
pilgrimage_2017,58.33,2017-08-11
pili,60.0,2018-10-12
pillow_talk,80.0,2003-05-20
pils_adventures,50.0,2022-06-11
pimp_2010,24.0,2010-05-21
pimped,60.0,2019-03-15
pin_cushion,70.0,2018-07-19
pina_3d,83.31,2012-03-17
pinball_the_man_who_saved_the_game,75.0,2023-03-17
pineapple_express,65.0,2011-11-24
pinero,61.73,2003-03-10
ping_pong_2012,63.0,2012-11-22
ping_pong_playa,60.83,2008-10-18
ping_pong_summer,55.85,2014-06-19
pink_2016,80.0,2017-01-09
pink_all_i_know_so_far,59.5,2021-05-23
pink_cadillac,40.0,2022-05-11
pink_flamingos,46.67,2004-06-25
pink_floyd_the_wall,100.0,2018-11-06
pink_panther,40.93,2006-03-14
pink_panther_2,34.73,2019-01-31
pink_panther_strikes_again,62.5,2004-10-23
pink_ribbons_inc,72.5,2012-08-02
pink_string_and_sealing_wax,60.0,2016-05-13
pink_wall,64.44,2019-12-21
pinky,70.0,2006-03-25
pinocchio,29.5,2007-03-10
pinocchio_1940,97.5,2016-02-06
pinocchio_2020,69.56,2021-02-03
pinocchio_2022,45.36,2022-09-18
pioneer_2013,51.96,2014-12-26
pioneers_in_ingolstadt,62.5,2003-09-02
pipe_dream,52.1,2002-10-17
piranha_2_the_spawning,20.0,2009-12-11
piranha_3d,54.2,2011-03-29
piranha_3dd,28.86,2012-06-04
piranhas,49.29,2020-07-15
pirate,75.0,2007-07-18
pirate_radio,54.23,2010-08-14
pirates_2021,68.0,2021-11-28
pirates_of_silicon_valley,100.0,2017-08-03
pirates_of_the_caribbean_3,53.41,2019-01-25
pirates_of_the_caribbean_dead_mans_chest,59.38,2006-07-22
pirates_of_the_caribbean_dead_men_tell_no_tales,31.25,2017-06-06
pirates_of_the_caribbean_on_stranger_tides,46.63,2011-06-03
pirates_of_the_caribbean_the_curse_of_the_black_pearl,69.11,2019-01-04
pirates_who_dont_do_anything_a_veggietales_movie,42.5,2011-11-17
pistol_opera,85.83,2003-08-22
pitch_black,51.25,2002-03-22
pitch_perfect,66.28,2012-12-27
pitch_perfect_2,62.5,2016-06-10
pitch_perfect_3,47.24,2019-06-26
pitcher_and_the_pin_up,70.0,2003-10-01
pixels,35.14,2016-03-07
pixie,61.11,2021-03-11
pixote,100.0,2006-01-20
pj-2008,20.0,2008-11-07
pk,65.0,2016-08-16
place_called_chiapas,90.0,2000-01-01
place_called_los_pereyra,75.0,2010-07-09
place_in_the_sun,95.0,2014-06-27
place_in_the_world,75.0,2001-07-24
place_vendome,75.5,2002-02-20
places_in_the_heart,75.0,2004-10-23
plague_of_the_zombies,60.0,2012-06-07
plan-9-from-outer-space,25.0,2021-11-01
plan_75,75.0,2022-05-22
plan_a,51.25,2022-10-14
plan_a_plan_b,30.0,2022-09-30
plan_b_2021,77.8,2021-06-01
plane,57.86,2023-01-31
plane_dead,80.0,2011-11-17
planeat,40.0,2011-05-20
planes,44.4,2017-09-05
planes_fire_and_rescue,47.7,2014-08-10
planes_trains_and_automobiles,83.75,2013-12-24
planet_51,46.67,2011-11-17
planet_bboy,64.46,2011-11-18
planet_earth_dreams,46.25,2004-07-15
planet_of_snail_2012,75.68,2012-09-13
planet_of_the_humans,80.0,2020-04-23
planet_terror,41.9,2007-11-09
planet_yoga,20.0,2012-05-04
planeta-bur-planet-of-storms,87.5,2007-02-02
planetarium,55.83,2017-08-11
planetary,45.0,2015-04-23
plastic-planet,50.0,2011-01-14
plastic_2014,32.92,2014-09-26
plastic_man_the_artful_life_of_jerry_ross_barrish,75.0,2015-08-20
plastic_people_of_the_universe,66.25,2002-01-18
platform,78.33,2004-05-23
platform_2021,75.0,2021-07-09
platoon,89.79,2022-08-23
play_2011,73.33,2015-01-15
play_dead_2022,60.0,2023-02-08
play_it_again_sam,65.0,2004-10-23
play_it_as_it_lays,100.0,2021-03-30
play_it_to_the_bone,45.56,2000-01-01
play_misty_for_me,90.0,2006-12-30
play_the_game,41.14,2011-11-16
playback_2011,12.5,2012-03-05
player,92.0,2004-10-23
player_hating_a_love_story,68.33,2012-04-06
players_2012,30.0,2019-03-29
players_club,60.0,2000-01-01
playground_2021,86.11,2022-06-10
playing_by_heart,66.25,2000-01-01
playing_for_keeps_2012,37.2,2013-01-04
playing_from_the_heart,80.0,2010-12-27
playing_god,54.38,2021-08-18
playing_god_2021,50.0,2021-08-06
playing_it_cool,33.33,2015-05-08
playing_mona_lisa,42.5,2003-11-01
playing_with_fire_2019,34.77,2019-12-30
playing_with_sharks,73.33,2021-08-02
playlist,55.0,2021-10-24
playmobil_the_movie,38.12,2019-12-27
playtime,96.36,2014-11-07
playtime_2014,80.0,2014-11-06
plaza_suite,87.5,2021-08-29
pleasantville,76.0,2010-12-27
please_baby_please,54.64,2023-03-30
please_kill_mr_know_it_all,25.0,2013-05-17
please_stand_by_2018,62.5,2018-01-26
pleasure_2022,73.46,2022-07-16
pledge_2019,55.0,2019-01-11
plenty,87.5,2000-01-01
plimpton_starring_george_plimpton_as_himself,74.38,2014-05-19
ploey,40.0,2018-07-06
plot_35,70.0,2018-03-08
plot_for_peace,63.57,2014-11-06
plump-fiction,0.0,2000-01-01
plunkett_and_macleane,42.08,2000-01-01
plurality,40.0,2021-07-16
plus_one_2019,68.89,2020-02-10
plus_tard,66.11,2011-11-18
plush,16.25,2013-10-14
pluto,46.67,2014-06-06
plynace_wiezowce,53.33,2013-12-06
pm_narendra_modi,40.0,2019-05-24
pocket_money,50.0,2006-11-11
poetic_justice,62.5,2019-04-26
poetry_2010,80.0,2011-07-29
poi_e,80.0,2016-10-14
point_and_shoot,56.53,2015-01-18
point_blank,74.23,2011-09-02
point_blank_2019,45.0,2019-07-12
point_break,70.0,2021-08-17
point_break_2013,38.12,2017-01-09
point_of_order,75.0,2005-11-16
poison_friends,70.73,2007-05-24
pokemon_3_the_movie,35.0,2010-12-27
pokemon_4ever,33.75,2010-12-27
pokemon_detective_pikachu,59.17,2020-12-10
pokemon_heroes,32.08,2010-12-27
pokemon_the_first_movie_mewtwo_vs_mew,38.89,2010-12-27
pokemon_the_movie_2000,41.67,2010-12-27
pokemon_the_movie_i_choose_you,40.0,2017-11-01
pokemon_the_movie_the_power_of_us,20.0,2018-11-23
poker_face_2022,50.0,2022-11-30
pola_x,80.0,2001-02-14
polar_2019,23.33,2019-01-25
polar_bear,60.0,2022-04-22
polar_express,69.4,2014-12-04
polar_opposites,40.0,2008-06-06
police_academy,0.0,2018-04-29
police_academy_3_back_in_training,60.0,2003-10-26
police_academy_4_citizens_on_patrol,22.5,2014-10-22
police_adjective,80.79,2011-11-17
police_story,87.5,2018-03-06
police_story_2,60.0,2000-01-01
policegiri,20.0,2019-03-19
polina,67.78,2018-12-23
polish_wedding,53.0,2000-01-01
polisse_2011,71.43,2012-06-28
polite_society,75.83,2023-03-14
politics_of_love_2011,60.0,2011-08-25
politiki-kouzina-a-touch-of-spice,40.97,2009-04-24
pollock,78.96,2010-12-27
poltergeist-2009,50.83,2015-05-28
poltergeist_ii_the_other_side,44.5,2021-11-03
poly_styrene_i_am_a_cliche,73.75,2022-02-02
pom_poko,60.0,2018-06-14
pom_wonderful_presents_the_greatest_movie_ever_sold,58.44,2011-10-14
pompeii_2013,41.56,2015-06-02
pompo_the_cinephile,40.0,2022-06-28
poms,47.05,2019-05-24
pond_life_2018,75.0,2019-04-28
ponette,81.88,2022-06-16
ponies,60.0,2012-07-12
ponts_de_sarajevo,60.0,2014-05-22
pontypool,64.41,2009-10-20
ponyo,79.87,2010-02-16
poohs_heffalump_movie,62.73,2010-12-27
poolhall_junkies,44.75,2003-03-25
poor-cow,80.5,2016-06-26
poor-little-rich-girl-1965,100.0,2022-06-06
poor_boy,25.0,2018-07-19
poor_boys_game,72.5,2008-03-13
poorna,70.0,2018-06-13
pootie_tang,36.07,2001-07-02
pop_and_me,70.0,2003-03-10
pop_aye,58.0,2017-07-28
pop_star_on_ice,51.25,2010-01-20
popcorn_1990,75.0,2013-06-20
pope_francis_a_man_of_his_word,64.69,2018-08-14
popi,62.5,2004-10-23
popstar_never_stop_never_stopping,68.07,2016-12-27
populaire,64.38,2013-09-26
population_zero,75.0,2017-05-26
porch_stories,56.25,2015-06-19
porco_rosso,80.0,2011-12-22
porcupine_lake,62.5,2018-02-22
porfirio,65.0,2013-02-07
pork_pie,70.0,2017-05-10
porn_star_the_legend_of_ron_jeremy,59.69,2005-07-07
porn_theater,47.81,2004-02-05
porno_2020,62.5,2020-05-08
pornografia,50.0,2003-10-03
pornographe,61.25,2002-06-07
pornography-a-thriller,38.33,2010-04-16
port_authority,58.12,2021-06-02
port_of_memory,50.0,2011-02-18
port_of_shadows,89.44,2013-01-31
portals,50.0,2019-10-25
portnoys_complaint,50.0,2004-10-23
porto_2017,44.38,2017-11-28
portrait-of-jennie,100.0,2001-06-27
portrait_of_a_garden_2016,50.0,2016-10-25
portrait_of_a_lady_on_fire,94.37,2021-01-22
portrait_of_a_serial_monogamist,50.0,2016-02-12
portrait_of_jason,82.0,2014-11-10
portrait_of_wally,70.28,2012-09-07
portraits_chinois,66.25,2000-01-01
poseidon,48.08,2006-06-03
poser,37.5,2022-06-17
position_among_the_stars,71.43,2012-02-17
positive_id,60.0,2000-01-01
possession,62.57,2010-12-27
possession_1983,100.0,2021-10-01
possession_of_joel_delaney,50.0,2004-10-23
possessor_uncut,78.64,2021-03-10
possible_loves,62.5,2003-09-26
possible_worlds,80.0,2001-10-16
possum,70.42,2018-11-02
post_grad,38.8,2010-01-05
post_malone_runaway,0.0,2022-08-16
post_mortem_2011,72.29,2012-05-24
post_mortem_2020,60.0,2022-10-24
post_tenebras_lux_2012,59.41,2017-09-01
postal,16.56,2011-11-17
postales,62.5,2013-07-25
postcards_from_america,60.0,2000-01-01
postcards_from_london,48.33,2018-11-23
postcards_from_the_48,60.0,2018-07-09
postcards_from_the_edge,78.33,2005-03-29
poster_boy,40.94,2006-09-15
poster_boys,10.0,2019-08-01
postman,35.83,2018-01-09
postman_pat_the_movie,38.57,2014-08-14
postmen_in_the_mountains,74.17,2005-04-08
potato_dreams_of_america,75.0,2022-03-09
potiche,67.9,2011-06-17
pottersville,50.0,2018-08-27
poultrygeist-night-of-the-chicken-dead,44.64,2011-11-17
pound_of_flesh_2015,30.0,2015-05-13
pound_puppies_the_legend_of_big_paw,20.0,2013-03-19
poupelle_of_chimney_town,75.0,2022-01-06
pour_elle,57.92,2009-09-18
pov_2004,75.0,2004-06-03
pov_2005,72.5,2006-01-06
poverty_inc,87.5,2015-04-09
pow_wow,75.0,2017-06-22
powaqqatsi,43.75,2018-12-06
powder,58.75,2003-04-18
powder_2011,26.67,2011-10-21
powder_keg_2020,75.0,2021-09-09
powder_room,55.0,2013-12-06
power_and_terror_noam_chomsky_in_our_times,55.71,2003-03-21
power_of_nightmares_the_rise_of_the_politics_of_fear,75.0,2005-12-09
power_of_one,37.5,2004-08-30
power_trip,73.33,2004-05-20
powwow_highway,75.0,2000-01-01
practical_magic,45.5,2019-03-30
prague_2013,30.0,2019-03-19
prairie_home_companion,75.09,2006-10-08
praise,90.0,2000-01-01
prancer,63.75,2014-12-14
prassthanam,45.0,2019-09-20
pray_away,76.0,2021-08-05
pray_for_japan,50.0,2012-03-16
pray_the_devil_back_to_hell,81.75,2009-02-05
prayer_for_a_lost_mitten,80.0,2022-08-22
prayers_for_the_stolen,82.0,2022-04-10
praying_with_lior,67.19,2011-11-18
preachers_kid,50.0,2010-02-04
preachers_wife,67.5,2002-06-18
precious,79.12,2011-04-04
precious_cargo_2016,25.5,2016-07-17
precious_life,72.5,2011-07-19
predator,67.0,2022-04-22
predator_2,56.67,2017-11-13
predestination,69.46,2015-02-22
predstavleniye,79.44,2009-05-13
prefontaine,72.86,2020-03-25
preggoland,44.38,2015-05-06
prelude_to_a_kiss,70.5,2007-08-14
prem_ratan_dhan_payo,60.0,2017-10-23
premature_2014,36.67,2015-09-24
premature_2020,75.0,2020-02-21
premier_jour_du_reste_de_ta_vie,54.29,2009-11-27
premium,68.75,2007-02-20
premium_rush,63.78,2013-01-08
premonition,43.23,2007-07-28
premutos_der_gefallene_engel_1999,80.0,2002-09-26
preparations_to_be_together_for_an_unknown_period_of_time,77.25,2021-04-02
prescription_thugs_2016,25.0,2016-01-18
presenting_princess_shaw,70.42,2016-06-03
presentperfect,70.0,2020-01-26
preservation_2014,37.5,2015-01-09
president_2021,83.75,2022-01-11
presidents_analyst,86.67,2011-11-16
presidents_last_bang,73.12,2006-03-03
presidio,54.64,2021-09-06
press_play_2022,50.0,2022-08-15
pressure_2015,44.0,2015-08-21
pressure_cooker,71.56,2011-11-17
prestige,69.17,2007-09-07
presumed_innocent,73.12,2022-05-12
presunto_culpable,80.0,2012-01-05
pretend_were_kissing,68.75,2015-04-10
pretty-polly,70.0,2022-04-06
pretty_baby,57.5,2018-02-01
pretty_bad_actress,50.0,2018-08-17
pretty_in_pink,65.42,2016-02-27
pretty_maids_all_in_a_row,50.0,2004-10-23
pretty_persuasion,55.92,2005-09-23
pretty_poison,67.5,2012-01-31
pretty_problems,75.0,2022-10-05
pretty_woman,64.58,2019-02-05
prevenge,70.0,2017-03-24
prey_2022,75.76,2022-08-15
prey_for_rock_and_roll,56.35,2004-03-16
prey_for_the_devil,25.0,2022-11-17
prezit_svuj_zivot,68.0,2011-12-08
price_above_rubies,62.5,2000-01-01
price_check_2011,61.79,2012-11-22
price_of_air,10.0,2001-02-07
price_of_glory,44.55,2010-12-28
price_of_gold,61.25,2013-09-15
priceless,62.33,2011-11-18
priceless2008,50.0,2011-11-24
priceless_2016,37.5,2016-10-14
prick_up_your_ears,75.62,2022-05-09
pride,54.26,2007-03-31
pride_2014,78.68,2015-01-05
pride_and_glory,49.6,2011-11-17
pride_and_prejudice_and_zombies,53.26,2016-08-15
pride_and_the_passion,40.0,2005-10-14
pride_of_the_yankees,100.0,2003-01-10
priest_1995,68.5,2022-06-07
primaire,60.0,2017-09-07
primal,45.83,2019-11-08
primary_colors,77.5,2018-01-09
prime,57.72,2006-05-13
prime_cut,75.0,2004-10-23
prime_mover_2009,55.0,2009-11-12
prime_of_miss_jean_brodie,80.0,2002-12-05
primer,63.38,2017-06-16
primeval,29.44,2007-01-16
primo_amore,64.17,2005-04-28
primo_levis_journey,70.5,2011-11-17
primum_non_nocere_first_do_no_harm_2012,60.0,2012-09-27
prince,67.5,2015-08-14
prince-2010,20.0,2019-04-16
prince_avalanche_2013,66.25,2017-09-06
prince_of_broadway,70.0,2010-09-24
prince_of_central_park,30.0,2001-07-19
prince_of_darkness,66.67,2018-10-25
prince_of_egypt,80.75,2010-12-27
prince_of_muck,80.0,2022-05-18
prince_of_pennsylvania,37.5,2000-01-01
prince_of_persia_sands_of_time,51.95,2011-11-18
prince_of_swine,28.75,2011-09-15
prince_of_the_city,100.0,2004-10-23
prince_of_the_himalayas,62.5,2011-12-23
prince_of_tides,71.88,2012-02-03
prince_william_a_planet_for_us_all,80.0,2020-10-07
princesa,57.92,2004-10-06
princesas,59.5,2007-12-28
princess,50.0,2007-10-19
